From Verse	To Verse	Votes	#www.openbible.info CC-BY 2026-09-07
Matt.27.5	Ps.55.23	2
Matt.27.5	Luke.1.9	2
Matt.27.5	Acts.1.18-Acts.1.19	5
Matt.27.5	Judg.9.54	1
Matt.27.5	1Kgs.16.18	2
Matt.27.5	Luke.1.21	2
Matt.27.6	John.18.28	2
Matt.27.6	Matt.23.24	2
Matt.27.6	Deut.23.18	3
Matt.27.6	Isa.61.8	2
Matt.27.6	Luke.6.7-Luke.6.9	3
Matt.27.8	Josh.4.9	2
Matt.27.8	Matt.28.15	3
Matt.27.8	Acts.1.19	5
Matt.27.8	2Chr.5.9	2
Matt.27.8	Judg.1.26	2
Matt.27.8	Deut.34.6	2
Matt.27.9	Zech.11.12-Zech.11.13	43
Matt.27.9	Lev.27.2-Lev.27.7	1
Matt.27.9	Exod.21.32	-1
Matt.27.9	Matt.1.22	1
Matt.27.9	Matt.26.15	-1
Matt.27.10	Zech.11.13	8
Matt.27.11	Matt.2.2	4
Matt.27.11	Matt.26.64	4
Matt.27.11	Mark.14.62	4
Matt.27.11	Matt.10.25	3
Matt.27.11	Matt.10.18	3
Matt.27.11	Matt.26.25	6
Matt.27.11	1Tim.6.13	3
Matt.27.11	Luke.23.2-Luke.23.3	7
Matt.27.11	John.18.29-John.18.38	5
Matt.27.11	Mark.15.2-Mark.15.5	7
Matt.27.12	1Pet.2.23	2
Matt.27.12	Isa.53.7	3
Matt.27.12	Acts.8.32	2
Matt.27.12	Matt.27.14	2
Matt.27.12	Ps.38.13-Ps.38.14	1
Matt.27.12	John.19.9-John.19.11	2
Matt.27.12	Mark.15.3-Mark.15.5	2
Matt.27.12	Matt.26.63	6
Matt.27.13	Acts.22.24	1
Matt.27.13	Matt.26.62	3
Matt.27.13	John.18.35	1
Matt.27.14	Zech.3.8	1
Matt.27.14	Isa.8.18	2
Matt.27.14	Ps.71.7	1
Matt.27.14	1Cor.4.9	1
Matt.27.15	Mark.15.6-Mark.15.15	2
Matt.27.15	Acts.24.27	2
Matt.27.15	Matt.26.5	2
Matt.27.15	John.18.38-John.18.40	2
Matt.27.15	John.19.16	2
Matt.27.15	Acts.25.9	2
Matt.27.15	Luke.23.16	2
Matt.27.16	Rom.1.32	2
Matt.27.16	Luke.23.18-Luke.23.19	2
Matt.27.16	Acts.3.14	2
Matt.27.16	John.18.40	2
Matt.27.16	Mark.15.7	3
Matt.27.16	Luke.23.25	2
Matt.27.17	Mark.15.9-Mark.15.12	3
Matt.27.17	Matt.1.16	1
Matt.27.17	Matt.27.21-Matt.27.22	2
Matt.27.17	Josh.24.15	3
Matt.27.17	1Kgs.18.21	4
Matt.27.17	John.19.15	4
Matt.27.18	1Sam.18.7-1Sam.18.11	1
Matt.27.18	Acts.7.9	3
Matt.27.18	Gen.37.11	3
Matt.27.18	Ps.106.16	2
Matt.27.18	Isa.26.11	2
Matt.27.18	Eccl.4.4	2
Matt.27.18	Acts.5.17	5
Matt.27.18	Acts.13.45	3
Matt.27.18	Prov.27.4	8
Matt.27.18	Jas.4.5	3
Matt.27.18	Mark.15.10	5
Matt.27.19	Luke.23.41	2
Matt.27.19	Job.33.14-Job.33.17	3
Matt.27.19	Matt.2.19	3
Matt.27.19	Matt.2.22	3
Matt.27.19	Gen.31.24	3
Matt.27.19	Matt.2.12-Matt.2.13	3
Matt.27.19	Zech.9.9	6
Matt.27.19	Luke.23.47	3
Matt.27.19	Matt.27.4	3
Matt.27.19	John.19.13	3
Matt.27.19	Gen.31.29	3
Matt.27.19	Matt.27.24	4
Matt.27.19	Num.12.6	3
Matt.27.19	Prov.29.1	5
Matt.27.19	Isa.53.11	3
Matt.27.19	1Pet.2.22	5
Matt.27.19	1John.2.1	3
Matt.27.19	Gen.20.3-Gen.20.6	3
Matt.27.19	Matt.1.20	3
Matt.27.20	Luke.23.18-Luke.23.20	2
Matt.27.20	Acts.3.14-Acts.3.15	4
Matt.27.20	Mark.15.11	3
Matt.27.20	Acts.14.18-Acts.14.19	1
Matt.27.20	Acts.19.23-Acts.19.29	1
Matt.27.20	John.19.15-John.19.16	4
Matt.27.20	John.18.40	3
Matt.27.22	John.19.14-John.19.15	4
Matt.27.22	Luke.23.20-Luke.23.24	2
Matt.27.22	Isa.53.2-Isa.53.3	4
Matt.27.22	Mark.14.55	2
Matt.27.22	Matt.1.16	2
Matt.27.22	Job.31.31	1
Matt.27.22	Ps.22.8-Ps.22.9	2
Matt.27.22	Zech.11.8	2
Matt.27.22	Matt.27.17	2
Matt.27.22	Mark.15.12-Mark.15.14	3
Matt.27.22	Isa.49.7	3
Matt.27.22	Acts.13.38	3
Matt.27.23	1Sam.22.14-1Sam.22.19	2
Matt.27.23	Acts.17.5-Acts.17.7	4
Matt.27.23	Acts.23.10	4
Matt.27.23	Matt.21.38-Matt.21.39	3
Matt.27.23	Acts.23.12-Acts.23.15	5
Matt.27.23	Acts.7.57	5
Matt.27.23	Acts.21.28-Acts.21.31	2
Matt.27.23	1Sam.19.3-1Sam.19.15	3
Matt.27.23	Gen.37.18-Gen.37.19	5
Matt.27.23	1Sam.20.31-1Sam.20.33	3
Matt.27.23	Acts.22.22-Acts.22.23	4
Matt.27.24	1Pet.3.18	3
Matt.27.24	2Cor.5.21	6
Matt.27.24	Deut.21.6-Deut.21.8	3
Matt.27.24	Ps.26.6	6
Matt.27.24	Job.9.30-Job.9.31	3
Matt.27.24	Matt.27.54	2
Matt.27.24	Matt.27.9	2
Matt.27.24	John.19.4	3
Matt.27.24	Matt.26.5	3
Matt.27.24	Matt.27.19	1
Matt.27.24	Acts.3.14	2
Matt.27.24	Jer.2.35	2
Matt.27.24	Jer.2.27	2
Matt.27.24	Matt.27.4	7
Matt.27.25	Deut.19.13	2
Matt.27.25	Josh.2.19	10
Matt.27.25	2Sam.1.16	3
Matt.27.25	Ezek.24.7-Ezek.24.9	3
Matt.27.25	Matt.21.44	1
Matt.27.25	Num.35.33	5
Matt.27.25	Acts.5.28	9
Matt.27.25	Ezek.22.2-Ezek.22.4	1
Matt.27.25	Exod.20.5	2
Matt.27.25	Acts.7.52	7
Matt.27.25	Deut.19.10	6
Matt.27.25	1Thess.2.15-1Thess.2.16	6
Matt.27.25	2Sam.3.28-2Sam.3.29	3
Matt.27.25	1Kgs.2.32	4
Matt.27.25	2Kgs.24.3-2Kgs.24.4	3
Matt.27.25	Ps.109.12-Ps.109.19	4
Matt.27.25	Matt.23.30-Matt.23.37	5
Matt.27.25	Ezek.18.14-Ezek.18.32	3
Matt.27.25	Heb.10.28-Heb.10.30	4
Matt.27.26	1Pet.2.24	4
Matt.27.26	John.19.16	3
Matt.27.26	Mark.10.34	4
Matt.27.26	Luke.23.24-Luke.23.25	4
Matt.27.26	Isa.53.5	9
Matt.27.26	Luke.23.16	5
Matt.27.26	Mark.15.15	6
Matt.27.26	Luke.18.32-Luke.18.33	3
Matt.27.26	John.19.1	7
Matt.27.26	Matt.20.19	4
Matt.27.26	Isa.50.6	5
Matt.27.27	John.18.28	6
Matt.27.27	Acts.27.1	1
Matt.27.27	John.18.3	1
Matt.27.27	Acts.23.35	2
Matt.27.27	Acts.10.1	3
Matt.27.27	John.19.8-John.19.9	1
Matt.27.27	Mark.15.16-Mark.15.20	2
Matt.27.27	John.18.33	6
Matt.27.28	Luke.23.11	6
Matt.27.28	John.19.2-John.19.5	6
Matt.27.28	Mark.15.17	6
Matt.27.29	Matt.26.49	3
Matt.27.29	Isa.53.3	7
Matt.27.29	Ps.69.19-Ps.69.20	4
Matt.27.29	Isa.49.7	3
Matt.27.29	Heb.12.2-Heb.12.3	3
Matt.27.29	Mark.15.18	4
Matt.27.29	Ps.69.7	2
Matt.27.29	John.19.2-John.19.3	4
Matt.27.29	Luke.23.36-Luke.23.37	3
Matt.27.29	Matt.20.19	6
Matt.27.29	Ps.35.15-Ps.35.16	2
Matt.27.29	Jer.20.7	3
Matt.27.29	Matt.27.37	3
Matt.27.30	Isa.53.7	3
Matt.27.30	Isa.52.14	2
Matt.27.30	Isa.49.7	2
Matt.27.30	Matt.26.67	5
Matt.27.30	Isa.53.3	2
Matt.27.30	Job.30.8-Job.30.10	2
Matt.27.30	Mic.5.1	2
Matt.27.30	Isa.50.6	8
Matt.27.30	Luke.18.32-Luke.18.33	2
Matt.27.30	Mark.15.19	3
Matt.27.31	Heb.13.12	2
Matt.27.31	Acts.7.58	2
Matt.27.31	Isa.53.7	3
Matt.27.31	John.19.16	1
Matt.27.31	Matt.20.19	1
Matt.27.31	1Kgs.21.10	2
Matt.27.31	John.19.27	1
Matt.27.31	Num.15.35	1
Matt.27.31	Matt.21.39	2
Matt.27.31	1Kgs.21.13	2
Matt.27.32	Lev.4.3	3
Matt.27.32	Luke.23.26	8
Matt.27.32	Lev.4.21	3
Matt.27.32	1Kgs.21.10	3
Matt.27.32	Num.15.35-Num.15.36	3
Matt.27.32	Mark.15.21	10
Matt.27.32	1Kgs.21.13	5
Matt.27.32	Matt.16.24	8
Matt.27.32	Acts.6.9	7
Matt.27.32	Lev.4.12	5
Matt.27.32	Acts.13.1	6
Matt.27.32	Acts.7.58	2
Matt.27.32	John.19.17	5
Matt.27.32	Acts.2.10	7
Matt.27.32	Acts.11.20	6
Matt.27.32	Heb.13.11-Heb.13.12	4
Matt.27.33	Luke.23.44	3
Matt.27.33	Mark.15.22-Mark.15.32	4
Matt.27.33	Mark.15.34	3
Matt.27.33	Luke.23.27-Luke.23.38	0
Matt.27.33	John.19.23-John.19.24	2
Matt.27.33	John.19.17-John.19.19	4
Matt.27.34	Mark.15.23	10
Matt.27.34	John.19.28-John.19.30	6
Matt.27.34	Ps.69.21	13
Matt.27.34	Matt.27.48	8
Matt.27.35	Ps.22.18	27
Matt.27.35	Mark.15.24-Mark.15.32	9
Matt.27.35	Ps.22.16	4
Matt.27.35	John.19.23-John.19.24	5
Matt.27.35	John.20.20	3
Matt.27.35	John.20.25	2
Matt.27.35	Luke.23.34	5
Matt.27.35	John.20.27	3
Matt.27.35	Acts.4.10	5
Matt.27.36	Mark.15.39	2
Matt.27.36	Matt.27.54	5
Matt.27.36	Mark.15.44	2
Matt.27.37	Mark.15.26	5
Matt.27.37	John.19.19-John.19.22	6
Matt.27.37	Luke.23.38	5
Matt.27.38	John.19.31-John.19.35	7
Matt.27.38	Luke.23.39-Luke.23.43	7
Matt.27.38	Luke.22.37	5
Matt.27.38	Mark.15.27	6
Matt.27.38	Matt.27.44	6
Matt.27.38	Luke.23.32-Luke.23.33	5
Matt.27.38	Isa.53.12	6
Matt.27.38	John.19.18	8
Matt.27.39	Luke.23.35-Luke.23.39	2
Matt.27.39	Ps.109.25	7
Matt.27.39	Ps.69.20	2
Matt.27.39	Lam.1.12	5
Matt.27.39	Ps.69.7-Ps.69.12	2
Matt.27.39	Ps.109.2	2
Matt.27.39	Job.16.4	2
Matt.27.39	Ps.22.17	2
Matt.27.39	Ps.35.15-Ps.35.21	2
Matt.27.39	1Pet.2.22-1Pet.2.24	2
Matt.27.39	Ps.22.6-Ps.22.7	2
Matt.27.39	Mark.15.29-Mark.15.30	2
Matt.27.39	Lam.2.15-Lam.2.17	2
Matt.27.39	Ps.31.11-Ps.31.13	2
Matt.27.40	Matt.27.54	2
Matt.27.40	Matt.4.3	6
Matt.27.40	Matt.4.6	6
Matt.27.40	Gen.37.19-Gen.37.20	2
Matt.27.40	Matt.16.4	2
Matt.27.40	Luke.16.31	3
Matt.27.40	Matt.26.63-Matt.26.64	3
Matt.27.40	Rev.11.10	3
Matt.27.40	Matt.26.61	9
Matt.27.40	John.2.19-John.2.22	6
Matt.27.40	Matt.27.42	2
Matt.27.40	Luke.14.29-Luke.14.30	2
Matt.27.41	Job.13.9	2
Matt.27.41	Mark.15.31-Mark.15.32	2
Matt.27.41	Isa.28.22	2
Matt.27.41	Luke.18.32	2
Matt.27.41	Luke.23.35	2
Matt.27.41	Luke.22.52	2
Matt.27.41	Ps.22.12-Ps.22.13	2
Matt.27.41	Ps.35.26	3
Matt.27.41	Isa.49.7	2
Matt.27.41	Zech.11.8	2
Matt.27.42	John.9.24	2
Matt.27.42	Matt.2.2	2
Matt.27.42	Luke.19.38	2
Matt.27.42	John.12.47	2
Matt.27.42	Matt.27.37	4
Matt.27.42	John.12.13	2
Matt.27.42	Acts.4.14	2
Matt.27.42	John.1.49	5
Matt.27.43	Matt.27.40	2
Matt.27.43	Ps.42.10	2
Matt.27.43	Ps.14.6	2
Matt.27.43	Ps.71.11	2
Matt.27.43	John.19.7	2
Matt.27.43	John.3.16-John.3.17	2
Matt.27.43	John.5.17-John.5.25	2
Matt.27.43	John.10.36	3
Matt.27.43	Isa.36.18	2
Matt.27.43	Ps.3.2	2
Matt.27.43	Isa.36.15	2
Matt.27.43	John.10.30	2
Matt.27.43	Ps.22.8	15
Matt.27.43	Isa.37.10	2
Matt.27.44	Job.30.7-Job.30.9	1
Matt.27.44	Mark.15.32	3
Matt.27.44	Ps.35.15	1
Matt.27.44	Luke.23.39-Luke.23.43	3
Matt.27.44	Matt.27.38	3
Matt.27.45	Mark.15.33-Mark.15.34	8
Matt.27.45	Luke.23.44-Luke.23.45	7
Matt.27.45	Mark.15.25	4
Matt.27.45	Rev.8.12	3
Matt.27.45	Rev.9.2	5
Matt.27.45	Amos.8.9	15
Matt.27.45	Isa.50.3	7
Matt.27.46	Mark.15.34	41
Matt.27.46	Ps.22.1	83
Matt.27.46	Isa.53.10	44
Matt.27.46	Lam.1.12	20
Matt.27.46	John.19.28-John.19.30	25
Matt.27.46	Luke.23.46	22
Matt.27.46	Heb.5.7	53
Matt.27.46	Ps.71.11	25
Matt.27.47	Mark.15.35-Mark.15.36	2
Matt.27.47	Matt.11.14	1
Matt.27.47	Mal.4.5	3
Matt.27.48	Luke.23.36	4
Matt.27.48	John.19.29-John.19.30	4
Matt.27.48	Matt.27.34	4
Matt.27.48	Ps.69.21	6
Matt.27.50	Mark.15.37	5
Matt.27.50	Ps.22.14-Ps.22.15	6
Matt.27.50	John.10.15	4
Matt.27.50	Luke.23.46	6
Matt.27.50	Heb.2.14	3
Matt.27.50	Isa.53.9-Isa.53.12	7
Matt.27.50	Matt.20.28	5
Matt.27.50	Heb.9.14	5
Matt.27.50	John.10.11	4
Matt.27.50	John.19.30	9
Matt.27.50	Dan.9.26	3
Matt.27.51	Heb.10.19-Heb.10.22	21
Matt.27.51	Exod.26.31-Exod.26.37	7
Matt.27.51	Rev.11.13	4
Matt.27.51	Heb.9.3	4
Matt.27.51	Luke.23.45	10
Matt.27.51	Mark.15.38	16
Matt.27.51	Heb.12.25-Heb.12.27	3
Matt.27.51	Hab.3.13	2
Matt.27.51	Ps.18.7	2
Matt.27.51	Lev.21.23	3
Matt.27.51	Eph.2.13-Eph.2.18	4
Matt.27.51	Heb.6.19	12
Matt.27.51	Mic.1.3-Mic.1.4	2
Matt.27.51	Lev.16.12-Lev.16.15	2
Matt.27.51	2Chr.3.14	3
Matt.27.51	Rev.11.19	8
Matt.27.51	Isa.25.7	5
Matt.27.51	Nah.1.3-Nah.1.5	2
Matt.27.51	Hab.3.10	4
Matt.27.51	Lev.16.2	2
Matt.27.51	Ps.18.15	2
Matt.27.51	Matt.27.54	7
Matt.27.51	Matt.28.2	5
Matt.27.51	Exod.40.21	2
Matt.27.52	John.5.25-John.5.29	20
Matt.27.52	1Thess.4.14	22
Matt.27.52	1Cor.15.51	10
Matt.27.52	Dan.12.2	19
Matt.27.52	1Thess.5.10	13
Matt.27.52	1Cor.15.20	20
Matt.27.52	Isa.25.8	15
Matt.27.52	Hos.13.14	11
Matt.27.52	Acts.7.60	3
Matt.27.52	Isa.26.19	24
Matt.27.52	1Cor.11.30	6
Matt.27.53	Neh.11.1	-4
Matt.27.53	Isa.48.2	-1
Matt.27.53	Rev.21.2	0
Matt.27.53	Matt.4.5	-2
Matt.27.53	Rev.22.19	-2
Matt.27.53	Rev.11.2	-1
Matt.27.53	Dan.9.24	-1
Matt.27.54	Matt.8.5	3
Matt.27.54	Matt.27.40	1
Matt.27.54	Luke.22.70	1
Matt.27.54	Acts.16.29-Acts.16.30	1
Matt.27.54	Acts.21.32	3
Matt.27.54	Acts.27.43	3
Matt.27.54	Matt.27.43	6
Matt.27.54	Acts.23.23	3
Matt.27.54	Matt.4.3	3
Matt.27.54	2Kgs.1.13-2Kgs.1.14	1
Matt.27.54	Matt.26.63	1
Matt.27.54	Rom.1.4	4
Matt.27.54	Mark.15.39	7
Matt.27.54	Acts.27.1	3
Matt.27.54	John.19.7	1
Matt.27.54	Acts.2.37	1
Matt.27.54	Rev.11.13	3
Matt.27.54	Acts.23.17	2
Matt.27.54	Acts.10.1	1
Matt.27.54	Luke.23.47-Luke.23.49	4
Matt.27.54	Matt.27.36	8
Matt.27.55	Luke.8.2-Luke.8.3	4
Matt.27.55	John.19.25-John.19.27	3
Matt.27.55	Luke.23.48-Luke.23.49	3
Matt.27.55	Luke.23.27-Luke.23.28	2
Matt.27.56	John.19.25	5
Matt.27.56	Mark.15.47-Mark.16.1	4
Matt.27.56	Mark.15.40-Mark.15.41	2
Matt.27.56	Matt.27.61	3
Matt.27.56	Luke.24.10	3
Matt.27.56	John.20.1	3
Matt.27.56	Matt.28.1	4
Matt.27.56	Matt.13.55	3
Matt.27.56	Mark.16.9	4
Matt.27.56	Matt.20.20-Matt.20.21	2
Matt.27.56	John.20.18	3
Matt.27.57	1Sam.1.1	-1
Matt.27.57	John.19.38-John.19.42	6
Matt.27.57	Luke.23.50-Luke.23.56	2
Matt.27.57	Mark.15.42-Mark.15.47	3
Matt.27.57	1Sam.7.17	-3
Matt.27.58	Luke.23.52-Luke.23.53	2
Matt.27.58	Mark.15.44-Mark.15.46	2
Matt.27.60	John.20.1	2
Matt.27.60	Isa.53.9	6
Matt.27.60	Mark.16.3-Mark.16.4	2
Matt.27.60	Luke.24.2	2
Matt.27.60	Matt.28.2	4
Matt.27.60	Matt.27.66	4
Matt.27.61	Matt.28.1	3
Matt.27.61	Matt.27.56	3
Matt.27.62	Luke.23.54-Luke.23.56	2
Matt.27.62	Matt.27.1-Matt.27.2	2
Matt.27.62	John.19.42	4
Matt.27.62	John.19.31	2
Matt.27.62	John.19.14	5
Matt.27.62	Acts.4.27-Acts.4.28	2
Matt.27.62	Matt.26.17	2
Matt.27.62	Mark.15.42	6
Matt.27.62	Ps.2.1-Ps.2.6	2
Matt.27.63	Mark.8.31	5
Matt.27.63	John.7.47	2
Matt.27.63	Luke.9.22	8
Matt.27.63	Mark.10.34	5
Matt.27.63	Matt.16.21	6
Matt.27.63	John.2.19	5
Matt.27.63	Luke.18.33	5
Matt.27.63	2Cor.6.8	3
Matt.27.63	Matt.17.23	5
Matt.27.63	Matt.26.61	4
Matt.27.63	John.7.12	3
Matt.27.63	Luke.23.2	3
Matt.27.63	Luke.24.6-Luke.24.7	3
Matt.27.63	Matt.20.19	3
Matt.27.64	Matt.28.13	3
Matt.27.64	Matt.12.45	-4
Matt.27.65	Ps.76.10	1
Matt.27.65	Matt.28.11-Matt.28.15	2
Matt.27.65	Prov.21.30	1
Matt.27.65	Matt.27.66	4
Matt.27.66	2Tim.2.19	2
Matt.27.66	Dan.6.17	9
Matt.27.66	Matt.27.60	2
Matt.27.66	Matt.28.2	2
Matt.27.66	Matt.28.11	1
Matt.28.1	Luke.23.56-Luke.24.10	7
Matt.28.1	Matt.27.56	7
Matt.28.1	Mark.16.1-Mark.16.8	13
Matt.28.1	John.20.1-John.20.10	9
Matt.28.1	Luke.24.22	6
Matt.28.1	Matt.27.61	6
Matt.28.2	Acts.16.26	5
Matt.28.2	1Pet.1.12	2
Matt.28.2	John.20.12-John.20.13	5
Matt.28.2	Mark.16.3-Mark.16.5	5
Matt.28.2	1Tim.3.16	3
Matt.28.2	Luke.24.2-Luke.24.5	5
Matt.28.2	Rev.11.19	2
Matt.28.2	Matt.27.51-Matt.27.53	3
Matt.28.2	John.20.1	3
Matt.28.3	Rev.10.1	3
Matt.28.3	Rev.18.1	4
Matt.28.3	Ps.104.4	1
Matt.28.3	Rev.3.4-Rev.3.5	3
Matt.28.3	Dan.7.9	2
Matt.28.3	Ezek.1.4-Ezek.1.14	2
Matt.28.3	Matt.17.2	3
Matt.28.3	Rev.1.14-Rev.1.16	3
Matt.28.3	Dan.10.5-Dan.10.6	2
Matt.28.3	John.20.12	4
Matt.28.3	Mark.16.5	5
Matt.28.3	Mark.9.3	7
Matt.28.3	Acts.1.10	7
Matt.28.4	Acts.9.3-Acts.9.7	3
Matt.28.4	Acts.16.29	4
Matt.28.4	Job.4.14	3
Matt.28.4	Matt.27.65-Matt.27.66	4
Matt.28.4	Ps.48.6	3
Matt.28.4	Dan.10.7	5
Matt.28.4	Matt.28.11	4
Matt.28.4	Rev.1.17	7
Matt.28.5	Heb.1.14	6
Matt.28.5	Luke.1.12-Luke.1.13	3
Matt.28.5	Dan.10.12	3
Matt.28.5	Rev.1.17-Rev.1.18	6
Matt.28.5	Matt.14.27	3
Matt.28.5	Luke.1.30	4
Matt.28.5	Mark.16.6	3
Matt.28.5	Isa.35.4	3
Matt.28.5	Isa.41.10	6
Matt.28.5	Luke.24.5	4
Matt.28.5	John.20.13-John.20.15	2
Matt.28.5	Matt.28.10	3
Matt.28.5	Dan.10.19	3
Matt.28.5	Isa.41.14	3
Matt.28.5	Ps.105.3-Ps.105.4	3
Matt.28.6	Matt.17.9	7
Matt.28.6	Matt.16.21	14
Matt.28.6	John.20.4-John.20.9	11
Matt.28.6	Mark.16.6	19
Matt.28.6	John.10.17	8
Matt.28.6	Mark.8.31	8
Matt.28.6	Luke.24.12	7
Matt.28.6	Matt.26.31-Matt.26.32	9
Matt.28.6	Luke.24.23	12
Matt.28.6	John.2.19	8
Matt.28.6	Matt.12.40	17
Matt.28.6	Matt.27.63	10
Matt.28.6	Luke.24.44	9
Matt.28.6	Matt.17.23	9
Matt.28.6	Luke.24.6-Luke.24.8	15
Matt.28.6	Matt.20.19	7
Matt.28.7	Matt.26.32	9
Matt.28.7	Mark.16.7-Mark.16.8	5
Matt.28.7	John.21.1-John.21.14	4
Matt.28.7	Mark.16.10	3
Matt.28.7	1Cor.15.4	3
Matt.28.7	Isa.45.21	4
Matt.28.7	Luke.24.9-Luke.24.10	2
Matt.28.7	John.14.29	3
Matt.28.7	Matt.28.16-Matt.28.17	3
Matt.28.7	Matt.28.10	7
Matt.28.7	Mark.14.28	3
Matt.28.7	John.20.17-John.20.18	4
Matt.28.7	Matt.24.25	3
Matt.28.7	1Cor.15.6	2
Matt.28.7	Mark.16.13	3
Matt.28.7	Luke.24.34	3
Matt.28.7	Isa.44.8	3
Matt.28.7	Luke.24.22-Luke.24.24	7
Matt.28.7	John.16.4	5
Matt.28.8	Ezra.3.12-Ezra.3.13	3
Matt.28.8	John.16.20	4
Matt.28.8	Mark.16.8	7
Matt.28.8	Luke.24.36-Luke.24.41	6
Matt.28.8	Ps.2.11	9
Matt.28.8	John.20.20-John.20.21	3
Matt.28.8	John.16.22	3
Matt.28.9	John.20.28	8
Matt.28.9	Matt.28.17	10
Matt.28.9	John.12.3	4
Matt.28.9	John.20.14-John.20.17	8
Matt.28.9	Rev.5.11-Rev.5.14	4
Matt.28.9	Luke.1.28	3
Matt.28.9	Song.3.3-Song.3.4	2
Matt.28.9	Mark.16.9-Mark.16.10	3
Matt.28.9	Isa.64.5	2
Matt.28.9	Luke.24.52	6
Matt.28.9	Luke.7.38	3
Matt.28.9	John.20.19	2
Matt.28.9	2Cor.13.11	2
Matt.28.9	Matt.14.33	9
Matt.28.9	Rev.3.9	3
Matt.28.10	Heb.2.11-Heb.2.18	2
Matt.28.10	Matt.12.48-Matt.12.50	3
Matt.28.10	Luke.24.36-Luke.24.38	3
Matt.28.10	John.20.17	6
Matt.28.10	Judg.10.16	2
Matt.28.10	Mark.16.7	4
Matt.28.10	Matt.14.27	4
Matt.28.10	Rom.8.29	8
Matt.28.10	Matt.25.40	3
Matt.28.10	Matt.25.45	3
Matt.28.10	Mark.3.33-Mark.3.35	3
Matt.28.10	Matt.28.7	6
Matt.28.10	John.6.20	3
Matt.28.10	Matt.28.5	4
Matt.28.10	Ps.103.8-Ps.103.13	2
Matt.28.11	Matt.28.4	1
Matt.28.11	Matt.27.65-Matt.27.66	2
Matt.28.12	Acts.5.33-Acts.5.34	2
Matt.28.12	Matt.26.3-Matt.26.4	3
Matt.28.12	Ps.2.1-Ps.2.7	2
Matt.28.12	Matt.27.1-Matt.27.2	3
Matt.28.12	Acts.4.5-Acts.4.22	3
Matt.28.12	John.12.10-John.12.11	2
Matt.28.12	Matt.27.62-Matt.27.64	3
Matt.28.12	Acts.5.40	3
Matt.28.12	John.11.47	2
Matt.28.13	Matt.26.64	5
Matt.28.14	Matt.27.2	4
Matt.28.14	Acts.12.19	2
Matt.28.15	Matt.26.15	4
Matt.28.15	Matt.27.8	6
Matt.28.15	1Tim.6.10	6
Matt.28.16	1Cor.15.15	0
Matt.28.16	Matt.28.7	7
Matt.28.16	Matt.28.10	8
Matt.28.16	John.6.70	-1
Matt.28.16	Acts.1.13-Acts.1.26	4
Matt.28.16	Mark.16.14	5
Matt.28.16	Matt.26.32	12
Matt.28.17	Matt.16.28	4
Matt.28.17	Ps.2.12	4
Matt.28.17	Ps.45.11	5
Matt.28.17	John.5.23	4
Matt.28.17	Matt.28.9	4
Matt.28.17	1Cor.15.6	3
Matt.28.18	John.13.3	30
Matt.28.18	Ps.110.1-Ps.110.3	14
Matt.28.18	1Pet.3.22	72
Matt.28.18	Matt.11.27	56
Matt.28.18	Col.1.16-Col.1.19	19
Matt.28.18	Matt.16.28	6
Matt.28.18	Dan.7.13-Dan.7.14	37
Matt.28.18	Rev.11.15	18
Matt.28.18	Ps.2.6-Ps.2.9	13
Matt.28.18	John.3.35	97
Matt.28.18	Isa.9.6-Isa.9.7	29
Matt.28.18	Ps.89.27	17
Matt.28.18	John.17.2	34
Matt.28.18	Rom.14.9	22
Matt.28.18	Eph.1.20-Eph.1.22	50
Matt.28.18	Heb.2.8	47
Matt.28.18	Phil.2.9-Phil.2.11	27
Matt.28.18	Luke.10.22	24
Matt.28.18	Luke.1.32-Luke.1.33	18
Matt.28.18	1Cor.15.27	37
Matt.28.18	Ps.89.19	10
Matt.28.18	Acts.2.36	15
Matt.28.18	Heb.1.2	26
Matt.28.18	Rev.17.14	19
Matt.28.18	Acts.10.36	13
Matt.28.18	John.5.22-John.5.27	18
Matt.28.18	Rev.19.16	23
Matt.28.18	Col.2.10	25
Matt.28.18	Matt.26.64	20
Matt.28.19	Isa.52.10	25
Matt.28.19	Isa.66.18-Isa.66.19	28
Matt.28.19	Ps.22.27-Ps.22.28	22
Matt.28.19	Mark.16.15-Mark.16.16	185
Matt.28.19	Matt.13.52	19
Matt.28.19	Acts.13.46-Acts.13.47	47
Matt.28.19	Acts.2.41	34
Matt.28.19	Isa.49.6	57
Matt.28.19	Gen.1.26	25
Matt.28.19	Acts.2.38-Acts.2.39	108
Matt.28.19	Isa.42.1-Isa.42.4	23
Matt.28.19	Acts.8.36-Acts.8.38	30
Matt.28.19	Acts.9.18	23
Matt.28.19	Luke.24.47-Luke.24.48	74
Matt.28.19	Acts.19.3-Acts.19.5	60
Matt.28.19	Rom.6.3-Rom.6.4	45
Matt.28.19	Acts.1.8	89
Matt.28.19	Gal.3.27	56
Matt.28.19	Num.6.24-Num.6.27	27
Matt.28.19	1John.5.7	20
Matt.28.19	Rom.10.18	38
Matt.28.19	Acts.10.47-Acts.10.48	47
Matt.28.19	Rev.1.4-Rev.1.6	22
Matt.28.19	2Cor.13.14	20
Matt.28.19	Acts.28.28	34
Matt.28.19	Eph.2.18	36
Matt.28.19	Isa.48.16	25
Matt.28.19	Acts.14.21	24
